treatment_group,treatment_size,beta,pval,n_obs,is_true
"Brazil,Egypt,Indonesia",3,0.0017237803514482326,0.9556873666092223,9129,False
"Brazil,Egypt,Malaysia",3,0.019589309297974738,0.6040243974232031,9129,False
"Brazil,Egypt,Mexico",3,0.018371837895494746,0.6217446264075019,9129,False
"Brazil,Egypt,Philippines",3,0.00580981270330256,0.8573682014779043,9129,False
"Brazil,Egypt,Qatar",3,-0.009226841048465332,0.7457870250814165,9129,False
"Brazil,Egypt,Saudi Arabia",3,-0.0273366894270289,0.32722309744016465,9129,False
"Brazil,Egypt,South Africa",3,-0.027879693652876108,0.31872990526603573,9129,False
"Brazil,Egypt,South Korea",3,-0.030065174200750527,0.28708551769900215,9129,False
"Brazil,Egypt,Thailand",3,-0.027040252769339305,0.3319681502833114,9129,False
"Brazil,Egypt,Turkey",3,-0.04888871934023656,0.1403506534575858,9129,False
"Brazil,Indonesia,Malaysia",3,0.060525038283226265,0.001970162672891407,9129,False
"Brazil,Indonesia,Mexico",3,0.059307566880746294,0.001910840422215454,9129,False
"Brazil,Indonesia,Philippines",3,0.04674554168855411,0.0036378166080528462,9129,False
